1	서울경부	부산	2020	12	17	19	30	2020	12	17	23	30	0	14fasd	24200	44
2	서울경부	부산	2020	12	17	9	40	2020	12	17	13	40	0	15asff	36000	27
3	동서울	전주	2020	12	17	6	0	2020	12	17	8	5	0	14gfhd	22400	25
4	동서울	전주	2020	12	17	12	50	2020	12	17	14	55	0	98sjdj	15300	45
5	센트럴시티	충주	2020	12	17	6	30	2020	12	17	8	20	0	97asfs	8000	37
6	센트럴시티	충주	2020	12	17	10	0	2020	12	17	11	50	0	87sfkf	12000	27
7	부산	여수	2020	12	17	7	10	2020	12	17	9	50	0	77fasf	21400	28
8	부산	여수	2020	12	17	16	20	2020	12	17	19	0	0	65jvis	21400	22
9	경주	서울경부	2020	12	17	12	40	2020	12	17	16	10	0	12skfu	20600	43
10	경주	서울경부	2020	12	17	19	0	2020	12	17	22	30	0	19skdk	20600	28
11	동서울	부산	2020	12	17	9	20	2020	12	17	13	35	0	93sadf	24300	43
12	동서울	부산	2020	12	17	10	30	2020	12	17	14	45	0	87sdqs	36200	28
13	동서울	부산	2020	12	17	14	40	2020	12	17	18	55	0	82asdf	24300	43
14	동서울	부산	2020	12	17	16	0	2020	12	17	20	15	0	73asfw	36200	28
15	동대구	대전	2020	12	17	6	0	2020	12	17	8	0	0	93sdfh	14600	28
16	동대구	대전	2020	12	17	7	0	2020	12	17	9	0	0	58aghy	10000	45
17	동대구	대전	2020	12	17	10	0	2020	12	17	12	0	0	35adps	10000	45
18	동대구	대전	2020	12	17	11	40	2020	12	17	13	40	0	51sffm	14600	45
19	천안	인천	2020	12	17	8	50	2020	12	17	10	15	0	28afgq	8300	28
20	강릉	광명	2020	12	17	11	20	2020	12	17	14	30	0	29agdo	24100	25
21	인천	천안	2020	12	17	7	15	2020	12	17	8	45	0	12fajs	4200	42
22	인천	천안	2020	12	17	10	0	2020	12	17	11	30	0	92skfu	4200	41
23	수원	광주	2020	12	17	16	0	2020	12	17	19	5	0	72sjdh	17200	45
24	수원	광주	2020	12	17	9	20	2020	12	17	12	25	0	29agdo	25400	24
25	수원	광주	2020	12	17	11	40	2020	12	17	14	45	0	12fajs	25400	23
26	수원	광주	2020	12	17	17	20	2020	12	17	20	25	0	92skfu	25400	24
27	군산	센트럴시티	2020	12	17	5	40	2020	12	17	8	5	0	72sjdh	20100	17
28	군산	센트럴시티	2020	12	17	6	30	2020	12	17	8	35	0	42fkiw	13800	41
29	군산	센트럴시티	2020	12	17	10	20	2020	12	17	12	25	0	74sdie	13800	41
30	군산	센트럴시티	2020	12	17	11	0	2020	12	17	13	5	0	82ksoq	20100	20
31	유성	광주	2020	12	17	13	5	2020	12	17	15	5	0	27asjd	11200	40
32	유성	광주	2020	12	17	15	35	2020	12	17	17	35	0	37skdi	16300	25
33	포항	서울경부	2020	12	17	15	0	2020	12	17	18	40	0	39skdo	21000	45
34	포항	서울경부	2020	12	17	17	0	2020	12	17	20	40	0	09sidi	31200	21
35	포항	서울경부	2020	12	17	19	10	2020	12	17	22	50	0	98sjdu	31200	22
36	포항	서울경부	2020	12	17	20	50	2020	12	17	24	30	0	87skxi	21000	44
37	센트럴시티	보령	2020	12	17	10	0	2020	12	17	12	10	0	83jsjd	11700	45
38	센트럴시티	보령	2020	12	17	11	0	2020	12	17	13	10	0	72sjdo	11700	43
39	센트럴시티	보령	2020	12	17	11	30	2020	12	17	13	40	0	36sdao	17100	24
40	센트럴시티	보령	2020	12	17	12	5	2020	12	17	14	15	0	01sieo	17100	24
41	광주	전주	2020	12	17	6	55	2020	12	17	8	15	0	83jsjd	7000	41
42	광주	전주	2020	12	17	11	25	2020	12	17	12	45	0	72sjdo	7000	42
43	광주	전주	2020	12	17	12	30	2020	12	17	13	50	0	36sdao	7000	43
44	광주	전주	2020	12	17	18	30	2020	12	17	19	50	0	01sieo	10300	28
45	광주	전주	2020	12	17	20	20	2020	12	17	21	40	0	02skdj	7000	41
46	광주	강진	2020	12	17	21	0	2020	12	17	22	35	0	04dosj	10600	45
47	광주	고창	2020	12	17	20	20	2020	12	17	21	10	0	48dowi	4500	41
48	광주	고흥	2020	12	17	20	25	2020	12	17	22	35	0	58sodq	14700	42
49	광주	곡성 	2020	12	17	20	35	2020	12	17	21	45	0	32acms	5000	41
50	광주	관산	2020	12	17	21	0	2020	12	17	22	40	0	93lsmd	13000	45
51	광주	광양	2020	12	17	20	55	2020	12	17	22	0	0	38xkde	7600	45
52	광주	광천(전남)	2020	12	17	21	35	2020	12	17	22	45	0	48vmdn	6500	41
53	광주	구례	2020	12	17	20	35	2020	12	17	22	5	0	93dcmd	8900	41
54	광주	금과	2020	12	17	20	50	2020	12	17	21	40	0	73dmce	4100	41
55	광주	금과	2020	12	17	21	40	2020	12	17	22	30	0	42eudc	4100	41
56	광주	금과	2020	12	17	22	45	2020	12	17	23	35	0	31cmks	4500	41
57	광주	나주	2020	12	17	20	30	2020	12	17	21	10	0	23ejjc	3900	45
58	광주	나주	2020	12	17	20	35	2020	12	17	21	15	0	37fncl	3900	45
59	광주	나주	2020	12	17	21	0	2020	12	17	21	40	0	13ewqa	3900	45
60	광주	남원	2020	12	17	7	5	2020	12	17	8	5	0	31opld	5700	41
61	광주	남원	2020	12	17	7	25	2020	12	17	8	25	0	38dola	5700	41
62	광주	남원	2020	12	17	9	15	2020	12	17	10	15	0	71dxze	5700	41
63	광주	남원	2020	12	17	10	15	2020	12	17	11	15	0	73deqa	5700	41
64	광주	남원	2020	12	17	10	45	2020	12	17	11	45	0	32odlx	5700	41
65	광주	남원	2020	12	17	11	10	2020	12	17	12	10	0	56qaxd	5700	41
66	광주	남원	2020	12	17	13	20	2020	12	17	14	20	0	82dxme	5700	41
67	광주	남원	2020	12	17	15	25	2020	12	17	16	25	0	97edxq	5700	41
68	광주	남원	2020	12	17	17	45	2020	12	17	18	45	0	56qaxd	5700	41
69	광주	남창	2020	12	17	6	30	2020	12	17	8	40	0	82dxme	16000	45
70	광주	남창	2020	12	17	12	15	2020	12	17	14	25	0	97edxq	16000	45
71	광주	남창	2020	12	17	18	20	2020	12	17	20	30	0	86doqs	16000	45
72	광주	담양	2020	12	17	7	20	2020	12	17	7	50	0	93icms	2700	41
73	광주	담양	2020	12	17	7	40	2020	12	17	8	10	0	92xoem	2700	41
74	광주	담양	2020	12	17	10	20	2020	12	17	10	50	0	30oela	2700	41
75	광주	담양	2020	12	17	11	5	2020	12	17	11	35	0	29dkce	2700	41
76	광주	담양	2020	12	17	11	40	2020	12	17	12	10	0	12xole	2700	41
77	광주	담양	2020	12	17	13	10	2020	12	17	13	40	0	38qios	2700	41
78	광주	담양	2020	12	17	14	40	2020	12	17	15	10	0	29agdo	2700	41
79	광주	담양	2020	12	17	17	20	2020	12	17	17	50	0	12fajs	2700	41
80	광주	당진	2020	12	17	7	35	2020	12	17	10	40	0	92skfu	24000	28
81	광주	당진	2020	12	17	10	35	2020	12	17	13	40	0	72sjdh	24000	28
82	광주	당진	2020	12	17	12	5	2020	12	17	15	10	0	42fkiw	24000	27
83	광주	당진	2020	12	17	15	5	2020	12	17	18	10	0	74sdie	24000	28
84	광주	당진	2020	12	17	16	35	2020	12	17	19	40	0	82ksoq	24000	27
85	광주	당진	2020	12	17	18	5	2020	12	17	21	10	0	27asjd	24000	28
86	광주	당진	2020	12	17	19	25	2020	12	17	22	30	0	37skdi	24000	28
87	광주 	대구서부	2020	12	17	8	20	2020	12	17	10	30	0	39skdo	18900	26
88	광주 	대구서부	2020	12	17	12	30	2020	12	17	14	40	0	09sidi	18900	25
89	광주 	대구서부	2020	12	17	14	30	2020	12	17	16	40	0	98sjdu	18900	26
90	광주	보성	2020	12	17	7	10	2020	12	17	8	10	0	87skxi	8100	41
91	광주	보성	2020	12	17	10	20	2020	12	17	11	20	0	83jsjd	9500	41
92	광주	보성	2020	12	17	12	10	2020	12	17	13	10	0	72sjdo	8100	41
93	광주	보성	2020	12	17	13	30	2020	12	17	14	30	0	36sdao	9500	41
94	광주	보성	2020	12	17	15	40	2020	12	17	16	40	0	01sieo	8100	41
95	광주	보성	2020	12	17	20	20	2020	12	17	21	20	0	02skdj	9500	41
96	광주	순천북부	2020	12	17	5	50	2020	12	17	7	0	0	04dosj	7400	25
97	광주	순천북부	2020	12	17	6	50	2020	12	17	8	0	0	48dowi	9600	24
98	광주	순천북부	2020	12	17	8	0	2020	12	17	9	10	0	58sodq	7400	26
99	광주	순천북부	2020	12	17	9	0	2020	12	17	10	10	0	32acms	7400	28
100	광주	순천북부	2020	12	17	12	0	2020	12	17	13	10	0	93lsmd	9600	24
101	광주	순천북부	2020	12	17	17	30	2020	12	17	18	40	0	15asff	7400	25
102	광주	여수	2020	12	17	6	10	2020	12	17	7	50	0	14gfhd	15300	20
